datum,sasong,hemma,borta,hemmamal,bortamal
1927-10-16,1927_1928,Helsingborg,Eskilstuna,4,2
1927-10-16,1927_1928,IFK Göteborg,Stattena,4,1
1927-10-16,1927_1928,Djurgården,Gais,1,2
1927-10-23,1927_1928,Örgryte,Eskilstuna,4,1
1927-10-23,1927_1928,Stattena,AIK,3,6
1927-10-23,1927_1928,Sleipner,IFK Göteborg,2,1
1927-10-23,1927_1928,Landskrona,IFK Norrköping,3,1
1927-10-23,1927_1928,Djurgården,Helsingborg,1,9
1927-10-30,1927_1928,IFK Norrköping,Djurgården,3,3
1927-10-30,1927_1928,Landskrona,Helsingborg,2,3
1927-10-30,1927_1928,Gais,Stattena,2,1
1927-10-30,1927_1928,Elfsborg,Örgryte,2,5
1927-10-30,1927_1928,AIK,Eskilstuna,8,4
1928-04-06,1927_1928,Örgryte,IFK Norrköping,11,0
1928-04-08,1927_1928,IFK Göteborg,Eskilstuna,4,2
1928-04-09,1927_1928,Helsingborg,Elfsborg,2,0
1928-04-09,1927_1928,Gais,Landskrona,5,0
1928-04-15,1927_1928,Stattena,IFK Göteborg,0,1
1928-04-15,1927_1928,IFK Norrköping,AIK,2,0
1928-04-15,1927_1928,Landskrona,Djurgården,4,1
1928-04-15,1927_1928,Gais,Helsingborg,1,2
1928-04-15,1927_1928,Elfsborg,Sleipner,4,1
1928-04-22,1927_1928,Stattena,Gais,2,2
1928-04-22,1927_1928,Sleipner,Djurgården,4,1
1928-04-22,1927_1928,IFK Göteborg,IFK Norrköping,0,2
1928-04-22,1927_1928,Eskilstuna,Elfsborg,2,1
1928-04-22,1927_1928,AIK,Landskrona,4,2
1928-04-29,1927_1928,Örgryte,Helsingborg,2,1
1928-04-29,1927_1928,IFK Norrköping,Stattena,3,1
1928-04-29,1927_1928,Eskilstuna,AIK,3,1
1928-04-29,1927_1928,Elfsborg,IFK Göteborg,1,0
1928-04-29,1927_1928,Djurgården,Landskrona,7,0
1928-05-04,1927_1928,Örgryte,Gais,1,0
1928-05-05,1927_1928,Landskrona,Stattena,5,0
1928-05-06,1927_1928,Sleipner,AIK,3,1
1928-05-06,1927_1928,Helsingborg,IFK Göteborg,1,1
1928-05-06,1927_1928,Gais,IFK Norrköping,1,0
1928-05-06,1927_1928,Elfsborg,Eskilstuna,1,1
1928-05-06,1927_1928,Djurgården,Örgryte,2,2
1928-05-09,1927_1928,Helsingborg,Stattena,7,0
1928-05-09,1927_1928,IFK Norrköping,Sleipner,0,5
1928-05-09,1927_1928,Djurgården,AIK,3,3
1928-05-11,1927_1928,Gais,IFK Göteborg,1,2
1928-05-13,1927_1928,Stattena,Elfsborg,1,9
1928-05-13,1927_1928,Sleipner,Landskrona,1,3
1928-05-13,1927_1928,IFK Göteborg,Djurgården,3,0
1928-05-13,1927_1928,Eskilstuna,Örgryte,1,1
1928-05-13,1927_1928,AIK,Gais,0,1
1928-05-17,1927_1928,Örgryte,Sleipner,5,0
1928-05-17,1927_1928,Stattena,IFK Norrköping,0,2
1928-05-17,1927_1928,Landskrona,Eskilstuna,11,0
1928-05-17,1927_1928,Elfsborg,Djurgården,3,1
1928-05-17,1927_1928,AIK,Helsingborg,1,2
1928-05-20,1927_1928,Örgryte,Landskrona,4,0
1928-05-20,1927_1928,Sleipner,Helsingborg,0,0
1928-05-20,1927_1928,Gais,Elfsborg,2,0
1928-05-20,1927_1928,Eskilstuna,Stattena,0,1
1928-05-28,1927_1928,Helsingborg,Djurgården,5,2
1928-05-28,1927_1928,Eskilstuna,Sleipner,1,1
1928-05-28,1927_1928,AIK,IFK Norrköping,2,3
1928-06-01,1927_1928,IFK Göteborg,Örgryte,3,2
1928-06-03,1927_1928,Stattena,Örgryte,0,4
1928-06-03,1927_1928,IFK Norrköping,Landskrona,1,1
1928-06-03,1927_1928,IFK Göteborg,AIK,1,1
1928-06-03,1927_1928,Eskilstuna,Helsingborg,1,2
1928-06-03,1927_1928,Elfsborg,Gais,3,1
1928-06-03,1927_1928,Djurgården,Sleipner,2,2
1928-08-05,1928_1929,Örgryte,IFK Norrköping,5,2
1928-08-05,1928_1929,Westermalm,Gais,2,6
1928-08-05,1928_1929,Sleipner,IFK Göteborg,3,4
1928-08-05,1928_1929,IFK Malmö,Helsingborg,5,1
1928-08-05,1928_1929,Landskrona,AIK,2,1
1928-08-05,1928_1929,Eskilstuna,Elfsborg,2,0
1928-08-10,1928_1929,Westermalm,AIK,4,2
1928-08-10,1928_1929,Sleipner,IFK Norrköping,0,0
1928-08-10,1928_1929,Gais,Örgryte,1,5
1928-08-12,1928_1929,IFK Norrköping,Eskilstuna,0,2
1928-08-12,1928_1929,Landskrona,IFK Göteborg,1,2
1928-08-12,1928_1929,Helsingborg,Elfsborg,5,3
1928-08-12,1928_1929,Gais,IFK Malmö,3,1
1928-08-12,1928_1929,AIK,Sleipner,2,5
1928-08-15,1928_1929,Helsingborg,Landskrona,5,1
1928-08-17,1928_1929,Örgryte,IFK Göteborg,2,4
1928-08-19,1928_1929,Sleipner,Westermalm,2,0
1928-08-19,1928_1929,IFK Göteborg,IFK Norrköping,1,0
1928-08-19,1928_1929,Eskilstuna,IFK Malmö,0,2
1928-08-19,1928_1929,Elfsborg,Gais,2,2
1928-08-19,1928_1929,AIK,Helsingborg,2,3
1928-08-24,1928_1929,IFK Göteborg,Gais,3,2
1928-08-26,1928_1929,Örgryte,Westermalm,6,3
1928-08-26,1928_1929,IFK Norrköping,Elfsborg,4,0
1928-08-26,1928_1929,IFK Malmö,Sleipner,2,1
1928-08-26,1928_1929,Landskrona,Eskilstuna,3,1
1928-08-26,1928_1929,Helsingborg,AIK,2,2
1928-09-02,1928_1929,Westermalm,IFK Norrköping,1,1
1928-09-02,1928_1929,Sleipner,Örgryte,4,1
1928-09-02,1928_1929,Helsingborg,IFK Göteborg,0,0
1928-09-02,1928_1929,Gais,Landskrona,1,4
1928-09-02,1928_1929,Eskilstuna,AIK,5,1
1928-09-02,1928_1929,Elfsborg,IFK Malmö,0,1
1928-09-09,1928_1929,Sleipner,IFK Malmö,1,2
1928-09-09,1928_1929,Helsingborg,Örgryte,5,1
1928-09-09,1928_1929,IFK Göteborg,Landskrona,4,1
1928-09-09,1928_1929,Gais,Elfsborg,2,2
1928-09-09,1928_1929,Eskilstuna,Westermalm,2,0
1928-09-09,1928_1929,AIK,IFK Norrköping,1,0
1928-09-16,1928_1929,Örgryte,Helsingborg,3,3
1928-09-16,1928_1929,Westermalm,Eskilstuna,3,4
1928-09-16,1928_1929,Sleipner,Gais,2,0
1928-09-16,1928_1929,IFK Malmö,IFK Göteborg,5,2
1928-09-16,1928_1929,Landskrona,IFK Norrköping,1,1
1928-09-16,1928_1929,Elfsborg,AIK,4,1
1928-09-23,1928_1929,IFK Norrköping,Landskrona,0,1
1928-09-23,1928_1929,Helsingborg,IFK Malmö,9,2
1928-09-23,1928_1929,Gais,Sleipner,6,0
1928-09-23,1928_1929,Eskilstuna,IFK Göteborg,0,2
1928-09-23,1928_1929,Elfsborg,Westermalm,3,0
1928-09-23,1928_1929,AIK,Örgryte,1,4
1928-09-30,1928_1929,Landskrona,Westermalm,2,3
1928-09-30,1928_1929,Örgryte,Eskilstuna,6,2
1928-09-30,1928_1929,IFK Malmö,Elfsborg,3,4
1928-10-14,1928_1929,Westermalm,Helsingborg,2,5
1928-10-14,1928_1929,IFK Norrköping,Örgryte,1,3
1928-10-14,1928_1929,Landskrona,IFK Malmö,5,0
1928-10-14,1928_1929,IFK Göteborg,AIK,2,1
1928-10-14,1928_1929,Eskilstuna,Gais,3,2
1928-10-14,1928_1929,Elfsborg,Sleipner,1,2
1928-10-21,1928_1929,Örgryte,Elfsborg,5,4
1928-10-21,1928_1929,IFK Norrköping,Sleipner,1,1
1928-10-21,1928_1929,IFK Malmö,Westermalm,0,1
1928-10-21,1928_1929,Landskrona,Gais,2,3
1928-10-21,1928_1929,Helsingborg,Eskilstuna,13,1
1928-10-21,1928_1929,AIK,IFK Göteborg,3,3
1928-10-28,1928_1929,Westermalm,Landskrona,2,2
1928-10-28,1928_1929,Sleipner,Helsingborg,1,0
1928-10-28,1928_1929,IFK Malmö,IFK Norrköping,0,0
1928-10-28,1928_1929,Gais,AIK,3,2
1928-10-28,1928_1929,Eskilstuna,Örgryte,2,5
1928-10-28,1928_1929,Elfsborg,IFK Göteborg,0,2
1928-11-04,1928_1929,Sleipner,Eskilstuna,7,5
1928-11-04,1928_1929,IFK Malmö,Gais,1,0
1928-11-04,1928_1929,Helsingborg,IFK Norrköping,3,1
1928-11-04,1928_1929,IFK Göteborg,Westermalm,8,1
1928-11-04,1928_1929,Elfsborg,Örgryte,1,3
1928-11-04,1928_1929,AIK,Landskrona,4,1
1929-03-29,1928_1929,Gais,Eskilstuna,5,0
1929-03-31,1928_1929,IFK Göteborg,Elfsborg,1,2
1929-04-01,1928_1929,Örgryte,Landskrona,4,1
1929-04-07,1928_1929,IFK Norrköping,Helsingborg,2,3
1929-04-07,1928_1929,IFK Malmö,Landskrona,2,0
1929-04-07,1928_1929,IFK Göteborg,Sleipner,6,4
1929-04-07,1928_1929,Elfsborg,Eskilstuna,5,1
1929-04-14,1928_1929,Sleipner,AIK,4,0
1929-04-14,1928_1929,Landskrona,Elfsborg,0,5
1929-04-14,1928_1929,Westermalm,IFK Malmö,4,0
1929-04-14,1928_1929,Gais,IFK Norrköping,1,3
1929-04-21,1928_1929,Örgryte,IFK Malmö,6,1
1929-04-21,1928_1929,IFK Norrköping,Westermalm,2,2
1929-04-21,1928_1929,Landskrona,Sleipner,4,1
1929-04-21,1928_1929,Eskilstuna,Helsingborg,2,3
1929-04-21,1928_1929,AIK,Gais,3,4
1929-04-28,1928_1929,Sleipner,Landskrona,2,1
1929-04-28,1928_1929,IFK Malmö,Örgryte,1,2
1929-04-28,1928_1929,IFK Göteborg,Helsingborg,3,2
1929-04-28,1928_1929,Elfsborg,IFK Norrköping,1,1
1929-04-28,1928_1929,AIK,Eskilstuna,6,2
1929-05-03,1928_1929,Gais,IFK Göteborg,0,0
1929-05-05,1928_1929,Westermalm,Elfsborg,1,2
1929-05-05,1928_1929,IFK Norrköping,AIK,0,3
1929-05-05,1928_1929,Landskrona,Örgryte,2,1
1929-05-05,1928_1929,Gais,Helsingborg,2,3
1929-05-05,1928_1929,Eskilstuna,Sleipner,3,3
1929-05-09,1928_1929,IFK Göteborg,IFK Malmö,2,1
1929-05-09,1928_1929,Helsingborg,Westermalm,5,1
1929-05-09,1928_1929,AIK,Elfsborg,5,0
1929-05-12,1928_1929,Örgryte,Sleipner,4,2
1929-05-12,1928_1929,Westermalm,IFK Göteborg,2,1
1929-05-12,1928_1929,IFK Norrköping,Gais,1,2
1929-05-12,1928_1929,IFK Malmö,AIK,1,1
1929-05-12,1928_1929,Eskilstuna,Landskrona,1,2
1929-05-12,1928_1929,Elfsborg,Helsingborg,0,7
1929-05-17,1928_1929,Örgryte,Gais,0,0
1929-05-17,1928_1929,AIK,Westermalm,3,1
1929-05-20,1928_1929,IFK Norrköping,IFK Malmö,1,0
1929-05-20,1928_1929,Helsingborg,Sleipner,6,0
1929-05-20,1928_1929,Westermalm,Örgryte,0,1
1929-05-20,1928_1929,IFK Göteborg,Eskilstuna,4,0
1929-05-24,1928_1929,IFK Göteborg,Örgryte,1,1
1929-05-26,1928_1929,Sleipner,Elfsborg,5,0
1929-05-26,1928_1929,Landskrona,Helsingborg,0,2
1929-05-26,1928_1929,Gais,Westermalm,1,0
1929-05-26,1928_1929,Eskilstuna,IFK Norrköping,1,1
1929-05-26,1928_1929,AIK,IFK Malmö,2,1
1929-06-02,1928_1929,Örgryte,AIK,4,1
1929-06-02,1928_1929,Westermalm,Sleipner,1,4
1929-06-02,1928_1929,IFK Norrköping,IFK Göteborg,3,1
1929-06-02,1928_1929,IFK Malmö,Eskilstuna,1,2
1929-06-02,1928_1929,Helsingborg,Gais,4,1
1929-06-02,1928_1929,Elfsborg,Landskrona,2,1
1929-08-04,1929_1930,Sandvikens IF,Gais,4,2
1929-08-04,1929_1930,IFK Norrköping,Örgryte,5,3
1929-08-04,1929_1930,IFK Malmö,Sleipner,2,5
1929-08-04,1929_1930,Helsingborg,Elfsborg,6,2
1929-08-04,1929_1930,IFK Göteborg,Landskrona,1,5
1929-08-04,1929_1930,AIK,Stattena,6,0
1929-08-07,1929_1930,Stattena,Helsingborg,0,2
1929-08-09,1929_1930,Gais,IFK Göteborg,1,1
1929-08-11,1929_1930,Stattena,AIK,0,5
1929-08-11,1929_1930,Sandvikens IF,Helsingborg,2,5
1929-08-11,1929_1930,IFK Malmö,IFK Norrköping,4,1
1929-08-11,1929_1930,Landskrona,IFK Göteborg,0,5
1929-08-11,1929_1930,Gais,Sleipner,0,2
1929-08-11,1929_1930,Elfsborg,Örgryte,4,0
1929-08-14,1929_1930,Sleipner,IFK Norrköping,1,1
1929-08-16,1929_1930,Örgryte,Gais,0,1
1929-08-18,1929_1930,Örgryte,Landskrona,5,3
1929-08-18,1929_1930,Sandvikens IF,Elfsborg,4,1
1929-08-18,1929_1930,IFK Norrköping,Stattena,2,3
1929-08-18,1929_1930,IFK Malmö,IFK Göteborg,0,0
1929-08-18,1929_1930,Helsingborg,AIK,5,0
1929-08-21,1929_1930,Stattena,IFK Malmö,4,3
1929-08-23,1929_1930,IFK Göteborg,Örgryte,0,2
1929-08-25,1929_1930,Stattena,Örgryte,2,6
1929-08-25,1929_1930,Sleipner,Gais,0,6
1929-08-25,1929_1930,Landskrona,AIK,1,3
1929-08-25,1929_1930,IFK Göteborg,IFK Norrköping,4,0
1929-08-25,1929_1930,Elfsborg,Sandvikens IF,4,1
1929-09-01,1929_1930,Sandvikens IF,Örgryte,1,6
1929-09-01,1929_1930,IFK Norrköping,Landskrona,1,2
1929-09-01,1929_1930,IFK Malmö,Elfsborg,1,1
1929-09-01,1929_1930,Helsingborg,IFK Göteborg,2,2
1929-09-01,1929_1930,Gais,Stattena,3,1
1929-09-01,1929_1930,AIK,Sleipner,3,1
1929-09-08,1929_1930,Örgryte,AIK,2,1
1929-09-08,1929_1930,Stattena,IFK Norrköping,1,2
1929-09-08,1929_1930,Sleipner,Helsingborg,1,1
1929-09-08,1929_1930,Sandvikens IF,IFK Malmö,4,1
1929-09-08,1929_1930,Landskrona,Gais,1,1
1929-09-15,1929_1930,Stattena,Sleipner,3,4
1929-09-15,1929_1930,IFK Norrköping,Gais,1,4
1929-09-15,1929_1930,IFK Göteborg,Sandvikens IF,6,0
1929-09-15,1929_1930,Elfsborg,Helsingborg,3,4
1929-09-15,1929_1930,AIK,Landskrona,5,1
1929-09-22,1929_1930,Sleipner,AIK,1,1
1929-09-22,1929_1930,IFK Malmö,Örgryte,4,6
1929-09-22,1929_1930,Landskrona,Stattena,4,1
1929-09-22,1929_1930,Helsingborg,IFK Norrköping,11,0
1929-09-22,1929_1930,Gais,Elfsborg,6,4
1929-09-29,1929_1930,Landskrona,Elfsborg,0,0
1929-09-29,1929_1930,Sandvikens IF,IFK Norrköping,4,0
1929-10-06,1929_1930,IFK Norrköping,Sandvikens IF,4,2
1929-10-06,1929_1930,Helsingborg,Landskrona,8,3
1929-10-06,1929_1930,Elfsborg,Sleipner,1,0
1929-10-06,1929_1930,AIK,IFK Göteborg,0,3
1929-10-06,1929_1930,Örgryte,IFK Malmö,2,3
1929-10-13,1929_1930,Sleipner,IFK Malmö,1,0
1929-10-13,1929_1930,Sandvikens IF,Stattena,5,1
1929-10-13,1929_1930,Landskrona,Örgryte,0,5
1929-10-13,1929_1930,IFK Göteborg,Helsingborg,2,2
1929-10-13,1929_1930,Elfsborg,IFK Norrköping,3,2
1929-10-13,1929_1930,AIK,Gais,1,1
1929-10-20,1929_1930,Sleipner,IFK Göteborg,2,2
1929-10-20,1929_1930,IFK Malmö,Sandvikens IF,2,0
1929-10-20,1929_1930,Helsingborg,Örgryte,0,1
1929-10-20,1929_1930,Gais,Landskrona,4,1
1929-10-20,1929_1930,Elfsborg,AIK,1,2
1929-10-27,1929_1930,Örgryte,Stattena,1,1
1929-10-27,1929_1930,IFK Norrköping,IFK Göteborg,2,5
1929-10-27,1929_1930,IFK Malmö,Gais,1,1
1929-10-27,1929_1930,Landskrona,Sandvikens IF,5,0
1929-10-27,1929_1930,Helsingborg,Sleipner,6,1
1929-10-27,1929_1930,AIK,Elfsborg,3,3
1929-11-03,1929_1930,Stattena,Sandvikens IF,2,1
1929-11-03,1929_1930,AIK,Helsingborg,5,1
1929-11-03,1929_1930,IFK Göteborg,Sleipner,1,1
1929-11-03,1929_1930,Elfsborg,IFK Malmö,3,2
1929-11-10,1929_1930,Gais,IFK Malmö,3,1
1930-04-06,1929_1930,Örgryte,Sleipner,6,4
1930-04-06,1929_1930,IFK Malmö,Landskrona,0,2
1930-04-13,1929_1930,IFK Norrköping,AIK,1,4
1930-04-13,1929_1930,Helsingborg,Sandvikens IF,2,1
1930-04-13,1929_1930,IFK Göteborg,IFK Malmö,7,0
1930-04-13,1929_1930,Elfsborg,Landskrona,3,2
1930-04-18,1929_1930,Gais,Sandvikens IF,1,2
1930-04-20,1929_1930,Örgryte,IFK Norrköping,0,2
1930-04-21,1929_1930,Sleipner,Elfsborg,1,0
1930-04-21,1929_1930,IFK Malmö,AIK,1,1
1930-04-21,1929_1930,Helsingborg,Gais,2,2
1930-04-21,1929_1930,IFK Göteborg,Stattena,8,0
1930-04-27,1929_1930,Gais,IFK Norrköping,5,0
1930-04-27,1929_1930,Landskrona,Helsingborg,3,2
1930-04-27,1929_1930,AIK,Sandvikens IF,1,2
1930-04-27,1929_1930,Sleipner,Stattena,3,1
1930-05-02,1929_1930,IFK Göteborg,Gais,4,0
1930-05-04,1929_1930,Örgryte,Helsingborg,1,3
1930-05-04,1929_1930,Stattena,Gais,1,2
1930-05-04,1929_1930,Sandvikens IF,AIK,2,1
1930-05-04,1929_1930,IFK Norrköping,IFK Malmö,2,4
1930-05-04,1929_1930,Landskrona,Sleipner,1,2
1930-05-04,1929_1930,Elfsborg,IFK Göteborg,0,2
1930-05-09,1929_1930,IFK Malmö,Stattena,2,0
1930-05-09,1929_1930,Gais,Örgryte,1,0
1930-05-11,1929_1930,IFK Norrköping,Helsingborg,1,1
1930-05-11,1929_1930,Sandvikens IF,Landskrona,2,2
1930-05-11,1929_1930,AIK,Örgryte,3,3
1930-05-11,1929_1930,IFK Göteborg,Elfsborg,1,6
1930-05-14,1929_1930,IFK Norrköping,Sleipner,0,7
1930-05-16,1929_1930,Örgryte,IFK Göteborg,3,1
1930-05-16,1929_1930,Stattena,Landskrona,2,2
1930-05-18,1929_1930,Sleipner,Sandvikens IF,3,0
1930-05-18,1929_1930,Gais,AIK,1,1
1930-05-18,1929_1930,Elfsborg,Stattena,2,1
1930-05-18,1929_1930,Helsingborg,IFK Malmö,2,3
1930-05-21,1929_1930,Örgryte,Elfsborg,4,1
1930-05-25,1929_1930,Örgryte,Sandvikens IF,3,1
1930-05-25,1929_1930,Stattena,IFK Göteborg,1,8
1930-05-25,1929_1930,Sleipner,Landskrona,3,1
1930-05-25,1929_1930,IFK Malmö,Helsingborg,0,3
1930-05-25,1929_1930,Elfsborg,Gais,0,1
1930-05-25,1929_1930,AIK,IFK Norrköping,3,1
1930-05-28,1929_1930,Helsingborg,Stattena,7,0
1930-05-29,1929_1930,Sandvikens IF,Sleipner,1,3
1930-05-29,1929_1930,Landskrona,IFK Malmö,9,2
1930-05-29,1929_1930,IFK Norrköping,Elfsborg,3,0
1930-05-29,1929_1930,IFK Göteborg,AIK,3,1
1930-06-01,1929_1930,Stattena,Elfsborg,3,3
1930-06-01,1929_1930,Sleipner,Örgryte,2,0
1930-06-01,1929_1930,Sandvikens IF,IFK Göteborg,0,1
1930-06-01,1929_1930,Landskrona,IFK Norrköping,6,1
1930-06-01,1929_1930,Gais,Helsingborg,0,3
1930-06-01,1929_1930,AIK,IFK Malmö,2,1
1930-08-03,1930_1931,Örgryte,IFK Malmö,1,2
1930-08-03,1930_1931,Sandvikens IF,Sleipner,3,1
1930-08-03,1930_1931,Landskrona,Gais,2,1
1930-08-03,1930_1931,Helsingborg,Redbergslid,1,2
1930-08-03,1930_1931,Eskilstuna,IFK Göteborg,7,1
1930-08-03,1930_1931,Elfsborg,AIK,2,3
1930-08-06,1930_1931,Redbergslid,Gais,1,1
1930-08-08,1930_1931,Örgryte,IFK Göteborg,0,3
1930-08-10,1930_1931,Sandvikens IF,Helsingborg,3,5
1930-08-10,1930_1931,Redbergslid,AIK,0,3
1930-08-10,1930_1931,Landskrona,Elfsborg,2,2
1930-08-10,1930_1931,Eskilstuna,Sleipner,2,6
1930-08-13,1930_1931,Gais,Örgryte,2,2
1930-08-15,1930_1931,IFK Göteborg,Redbergslid,1,1
1930-08-17,1930_1931,IFK Malmö,Sleipner,2,0
1930-08-17,1930_1931,Helsingborg,Eskilstuna,2,3
1930-08-17,1930_1931,Gais,Landskrona,5,3
1930-08-17,1930_1931,AIK,Sandvikens IF,2,1
1930-08-20,1930_1931,IFK Göteborg,Gais,0,5
1930-08-22,1930_1931,Redbergslid,Örgryte,1,6
1930-08-24,1930_1931,Sleipner,Helsingborg,1,2
1930-08-24,1930_1931,IFK Malmö,Örgryte,2,2
1930-08-24,1930_1931,IFK Göteborg,Sandvikens IF,3,0
1930-08-24,1930_1931,Eskilstuna,AIK,4,2
1930-08-24,1930_1931,Elfsborg,Redbergslid,7,1
1930-08-27,1930_1931,Helsingborg,Landskrona,2,4
1930-08-31,1930_1931,Sleipner,Sandvikens IF,3,3
1930-08-31,1930_1931,Landskrona,Redbergslid,4,2
1930-08-31,1930_1931,AIK,Gais,2,3
1930-08-31,1930_1931,Örgryte,Elfsborg,2,1
1930-08-31,1930_1931,IFK Malmö,IFK Göteborg,3,1
1930-09-07,1930_1931,Sleipner,Gais,1,3
1930-09-07,1930_1931,Sandvikens IF,AIK,3,4
1930-09-07,1930_1931,Redbergslid,Eskilstuna,1,1
1930-09-07,1930_1931,Landskrona,Örgryte,0,3
1930-09-07,1930_1931,IFK Göteborg,IFK Malmö,2,1
1930-09-07,1930_1931,Elfsborg,Helsingborg,1,3
1930-09-14,1930_1931,Örgryte,Sandvikens IF,6,2
1930-09-14,1930_1931,Redbergslid,Landskrona,0,1
1930-09-14,1930_1931,IFK Malmö,AIK,1,1
1930-09-14,1930_1931,Helsingborg,Elfsborg,2,2
1930-09-14,1930_1931,Eskilstuna,Gais,1,2
1930-09-21,1930_1931,Sandvikens IF,Eskilstuna,0,4
1930-09-21,1930_1931,IFK Malmö,Landskrona,3,2
1930-09-21,1930_1931,Helsingborg,AIK,3,2
1930-09-21,1930_1931,IFK Göteborg,Sleipner,3,2
1930-09-21,1930_1931,Elfsborg,Örgryte,3,2
1930-10-05,1930_1931,Sleipner,Elfsborg,6,1
1930-10-05,1930_1931,Sandvikens IF,IFK Göteborg,1,2
1930-10-05,1930_1931,Gais,Helsingborg,4,1
1930-10-05,1930_1931,Eskilstuna,IFK Malmö,2,0
1930-10-05,1930_1931,AIK,Landskrona,4,5
1930-10-12,1930_1931,Örgryte,Helsingborg,1,4
1930-10-12,1930_1931,Sandvikens IF,Gais,3,5
1930-10-12,1930_1931,Landskrona,IFK Malmö,2,3
1930-10-12,1930_1931,Eskilstuna,Redbergslid,1,2
1930-10-12,1930_1931,Elfsborg,IFK Göteborg,1,2
1930-10-12,1930_1931,AIK,Sleipner,3,2
1930-10-19,1930_1931,Redbergslid,Sleipner,1,0
1930-10-19,1930_1931,IFK Malmö,Gais,2,3
1930-10-19,1930_1931,Landskrona,Eskilstuna,3,1
1930-10-19,1930_1931,Helsingborg,Örgryte,6,3
1930-10-19,1930_1931,Elfsborg,Sandvikens IF,0,3
1930-10-19,1930_1931,AIK,IFK Göteborg,3,1
1930-10-26,1930_1931,Sleipner,Redbergslid,4,3
1930-10-26,1930_1931,IFK Malmö,Helsingborg,1,0
1930-10-26,1930_1931,Landskrona,Sandvikens IF,2,1
1930-10-26,1930_1931,IFK Göteborg,Elfsborg,4,0
1930-10-26,1930_1931,Eskilstuna,Örgryte,4,2
1930-11-02,1930_1931,Sleipner,Eskilstuna,6,2
1930-11-02,1930_1931,Gais,Elfsborg,6,0
1930-11-02,1930_1931,AIK,IFK Malmö,9,0
1931-03-29,1930_1931,Redbergslid,IFK Malmö,3,3
1931-04-03,1930_1931,IFK Göteborg,Eskilstuna,6,0
1931-04-05,1930_1931,Gais,IFK Malmö,3,3
1931-04-05,1930_1931,Redbergslid,Sandvikens IF,1,4
1931-04-06,1930_1931,Örgryte,Landskrona,0,3
1931-04-06,1930_1931,Helsingborg,Sleipner,4,1
1931-04-06,1930_1931,Elfsborg,Eskilstuna,3,3
1931-04-12,1930_1931,Sleipner,Örgryte,1,1
1931-04-12,1930_1931,IFK Malmö,Sandvikens IF,3,0
1931-04-12,1930_1931,Eskilstuna,Helsingborg,1,2
1931-04-12,1930_1931,Elfsborg,Landskrona,1,2
1931-04-12,1930_1931,Gais,AIK,4,4
1931-04-19,1930_1931,Helsingborg,IFK Göteborg,0,0
1931-04-19,1930_1931,Gais,Sandvikens IF,3,1
1931-04-19,1930_1931,AIK,Elfsborg,4,1
1931-04-26,1930_1931,Örgryte,AIK,1,1
1931-04-26,1930_1931,Sleipner,IFK Göteborg,0,0
1931-04-26,1930_1931,Sandvikens IF,Redbergslid,1,1
1931-04-26,1930_1931,IFK Malmö,Elfsborg,2,1
1931-04-26,1930_1931,Landskrona,Helsingborg,1,3
1931-05-01,1930_1931,Sleipner,Landskrona,5,2
1931-05-03,1930_1931,Sleipner,AIK,2,5
1931-05-03,1930_1931,Sandvikens IF,Örgryte,0,1
1931-05-03,1930_1931,IFK Göteborg,Helsingborg,1,0
1931-05-03,1930_1931,Eskilstuna,Landskrona,0,1
1931-05-03,1930_1931,Elfsborg,IFK Malmö,3,2
1931-05-06,1930_1931,Örgryte,Redbergslid,3,1
1931-05-08,1930_1931,Gais,IFK Göteborg,0,2
1931-05-10,1930_1931,Örgryte,Eskilstuna,4,2
1931-05-10,1930_1931,Sandvikens IF,Landskrona,2,4
1931-05-10,1930_1931,Redbergslid,Elfsborg,3,1
1931-05-10,1930_1931,AIK,Helsingborg,5,1
1931-05-14,1930_1931,Sandvikens IF,IFK Malmö,3,0
1931-05-14,1930_1931,Gais,Sleipner,5,1
1931-05-14,1930_1931,Eskilstuna,Elfsborg,2,3
1931-05-14,1930_1931,AIK,Redbergslid,3,2
1931-05-17,1930_1931,IFK Göteborg,Landskrona,2,1
1931-05-17,1930_1931,AIK,Örgryte,1,1
1931-05-17,1930_1931,Gais,Eskilstuna,5,2
1931-05-17,1930_1931,Helsingborg,IFK Malmö,4,1
1931-05-17,1930_1931,Elfsborg,Sleipner,4,1
1931-05-20,1930_1931,Redbergslid,IFK Göteborg,1,6
1931-05-22,1930_1931,Örgryte,Gais,0,2
1931-05-25,1930_1931,Landskrona,AIK,1,3
1931-05-25,1930_1931,Redbergslid,Helsingborg,1,5
1931-05-25,1930_1931,Sleipner,IFK Malmö,5,2
1931-05-25,1930_1931,Eskilstuna,Sandvikens IF,0,2
1931-05-27,1930_1931,IFK Göteborg,Örgryte,3,1
1931-05-29,1930_1931,Gais,Redbergslid,2,1
1931-05-31,1930_1931,Sandvikens IF,Elfsborg,0,1
1931-05-31,1930_1931,IFK Malmö,Eskilstuna,4,2
1931-05-31,1930_1931,Landskrona,Sleipner,0,3
1931-05-31,1930_1931,Helsingborg,Gais,1,2
1931-05-31,1930_1931,IFK Göteborg,AIK,2,2
1931-06-07,1930_1931,Örgryte,Sleipner,3,2
1931-06-07,1930_1931,IFK Malmö,Redbergslid,2,6
1931-06-07,1930_1931,Landskrona,IFK Göteborg,2,3
