sasong,hemma,borta,hemmamal,bortamal,resultat
2010,AIK,Jitex BK,2,1,Hemmaseger
2010,AIK,KIF Örebro,0,4,Bortaseger
2010,AIK,Kopparbergs/Göteborg,0,4,Bortaseger
2010,AIK,Kristianstads DFF,3,1,Hemmaseger
2010,AIK,LdB FC Malmö,1,3,Bortaseger
2010,AIK,Linköpings FC,0,2,Bortaseger
2010,AIK,Sunnanå SK,1,1,Oavgjort
2010,AIK,Tyresö FF,0,2,Bortaseger
2010,AIK,Umeå IK,2,2,Oavgjort
2010,Djurgårdens IF,AIK,2,0,Hemmaseger
2010,Djurgårdens IF,Hammarby IF,2,1,Hemmaseger
2010,Djurgårdens IF,Jitex BK,1,3,Bortaseger
2010,Djurgårdens IF,KIF Örebro,4,2,Hemmaseger
2010,Djurgårdens IF,Kopparbergs/Göteborg,0,1,Bortaseger
2010,Djurgårdens IF,Kristianstads DFF,1,5,Bortaseger
2010,Djurgårdens IF,LdB FC Malmö,0,1,Bortaseger
2010,Djurgårdens IF,Linköpings FC,0,0,Oavgjort
2010,Djurgårdens IF,Sunnanå SK,1,2,Bortaseger
2010,Djurgårdens IF,Tyresö FF,0,2,Bortaseger
2010,Djurgårdens IF,Umeå IK,2,0,Hemmaseger
2010,Hammarby IF,AIK,0,0,Oavgjort
2010,Hammarby IF,Djurgårdens IF,0,2,Bortaseger
2010,Hammarby IF,Jitex BK,1,2,Bortaseger
2010,Hammarby IF,KIF Örebro,0,1,Bortaseger
2010,Hammarby IF,Kopparbergs/Göteborg,1,2,Bortaseger
2010,Hammarby IF,Kristianstads DFF,2,0,Hemmaseger
2010,Hammarby IF,LdB FC Malmö,0,1,Bortaseger
2010,Hammarby IF,Linköpings FC,1,4,Bortaseger
2010,Hammarby IF,Sunnanå SK,2,0,Hemmaseger
2010,Hammarby IF,Tyresö FF,1,2,Bortaseger
2010,Hammarby IF,Umeå IK,0,1,Bortaseger
2010,Jitex BK,AIK,1,0,Hemmaseger
2010,Jitex BK,Djurgårdens IF,1,0,Hemmaseger
2010,Jitex BK,Hammarby IF,3,1,Hemmaseger
2010,Jitex BK,KIF Örebro,0,1,Bortaseger
2010,Jitex BK,Kopparbergs/Göteborg,0,4,Bortaseger
2010,Jitex BK,Kristianstads DFF,2,2,Oavgjort
2010,Jitex BK,LdB FC Malmö,1,2,Bortaseger
2010,Jitex BK,Linköpings FC,1,1,Oavgjort
2010,Jitex BK,Sunnanå SK,1,2,Bortaseger
2010,Jitex BK,Tyresö FF,0,2,Bortaseger
2010,Jitex BK,Umeå IK,1,0,Hemmaseger
2010,KIF Örebro,AIK,4,1,Hemmaseger
2010,KIF Örebro,Djurgårdens IF,3,1,Hemmaseger
2010,KIF Örebro,Hammarby IF,2,1,Hemmaseger
2010,KIF Örebro,Jitex BK,1,1,Oavgjort
2010,KIF Örebro,Kopparbergs/Göteborg,2,2,Oavgjort
2010,KIF Örebro,Kristianstads DFF,3,0,Hemmaseger
2010,KIF Örebro,LdB FC Malmö,1,3,Bortaseger
2010,KIF Örebro,Linköpings FC,0,0,Oavgjort
2010,KIF Örebro,Sunnanå SK,0,0,Oavgjort
2010,KIF Örebro,Tyresö FF,1,2,Bortaseger
2010,KIF Örebro,Umeå IK,0,0,Oavgjort
2010,Kopparbergs/Göteborg,AIK,5,0,Hemmaseger
2010,Kopparbergs/Göteborg,Djurgårdens IF,0,0,Oavgjort
2010,Kopparbergs/Göteborg,Hammarby IF,2,1,Hemmaseger
2010,Kopparbergs/Göteborg,Jitex BK,6,0,Hemmaseger
2010,Kopparbergs/Göteborg,KIF Örebro,1,1,Oavgjort
2010,Kopparbergs/Göteborg,Kristianstads DFF,4,2,Hemmaseger
2010,Kopparbergs/Göteborg,LdB FC Malmö,1,1,Oavgjort
2010,Kopparbergs/Göteborg,Linköpings FC,1,1,Oavgjort
2010,Kopparbergs/Göteborg,Sunnanå SK,5,0,Hemmaseger
2010,Kopparbergs/Göteborg,Tyresö FF,2,1,Hemmaseger
2010,Kopparbergs/Göteborg,Umeå IK,5,0,Hemmaseger
2010,Kristianstads DFF,AIK,3,1,Hemmaseger
2010,Kristianstads DFF,Djurgårdens IF,1,1,Oavgjort
2010,Kristianstads DFF,Hammarby IF,0,1,Bortaseger
2010,Kristianstads DFF,Jitex BK,3,4,Bortaseger
2010,Kristianstads DFF,KIF Örebro,3,1,Hemmaseger
2010,Kristianstads DFF,Kopparbergs/Göteborg,1,1,Oavgjort
2010,Kristianstads DFF,LdB FC Malmö,0,2,Bortaseger
2010,Kristianstads DFF,Linköpings FC,0,5,Bortaseger
2010,Kristianstads DFF,Sunnanå SK,3,2,Hemmaseger
2010,Kristianstads DFF,Tyresö FF,0,3,Bortaseger
2010,Kristianstads DFF,Umeå IK,3,1,Hemmaseger
2010,LdB FC Malmö,AIK,3,0,Hemmaseger
2010,LdB FC Malmö,Djurgårdens IF,6,3,Hemmaseger
2010,LdB FC Malmö,Hammarby IF,4,0,Hemmaseger
2010,LdB FC Malmö,Jitex BK,6,1,Hemmaseger
2010,LdB FC Malmö,KIF Örebro,4,0,Hemmaseger
2010,LdB FC Malmö,Kopparbergs/Göteborg,5,3,Hemmaseger
2010,LdB FC Malmö,Kristianstads DFF,5,3,Hemmaseger
2010,LdB FC Malmö,Linköpings FC,0,0,Oavgjort
2010,LdB FC Malmö,Sunnanå SK,3,0,Hemmaseger
2010,LdB FC Malmö,Tyresö FF,4,1,Hemmaseger
2010,LdB FC Malmö,Umeå IK,5,0,Hemmaseger
2010,Linköpings FC,AIK,1,0,Hemmaseger
2010,Linköpings FC,Djurgårdens IF,2,1,Hemmaseger
2010,Linköpings FC,Hammarby IF,1,2,Bortaseger
2010,Linköpings FC,Jitex BK,0,1,Bortaseger
2010,Linköpings FC,KIF Örebro,3,2,Hemmaseger
2010,Linköpings FC,Kopparbergs/Göteborg,1,0,Hemmaseger
2010,Linköpings FC,Kristianstads DFF,3,0,Hemmaseger
2010,Linköpings FC,LdB FC Malmö,1,2,Bortaseger
2010,Linköpings FC,Sunnanå SK,3,0,Hemmaseger
2010,Linköpings FC,Tyresö FF,0,2,Bortaseger
2010,Linköpings FC,Umeå IK,5,0,Hemmaseger
2010,Sunnanå SK,AIK,2,0,Hemmaseger
2010,Sunnanå SK,Djurgårdens IF,2,1,Hemmaseger
2010,Sunnanå SK,Hammarby IF,1,1,Oavgjort
2010,Sunnanå SK,Jitex BK,0,4,Bortaseger
2010,Sunnanå SK,KIF Örebro,0,1,Bortaseger
2010,Sunnanå SK,Kopparbergs/Göteborg,0,4,Bortaseger
2010,Sunnanå SK,Kristianstads DFF,1,1,Oavgjort
2010,Sunnanå SK,LdB FC Malmö,1,2,Bortaseger
2010,Sunnanå SK,Linköpings FC,0,4,Bortaseger
2010,Sunnanå SK,Tyresö FF,1,1,Oavgjort
2010,Sunnanå SK,Umeå IK,1,3,Bortaseger
2010,Tyresö FF,AIK,5,2,Hemmaseger
2010,Tyresö FF,Djurgårdens IF,1,2,Bortaseger
2010,Tyresö FF,Hammarby IF,2,2,Oavgjort
2010,Tyresö FF,Jitex BK,3,2,Hemmaseger
2010,Tyresö FF,KIF Örebro,0,1,Bortaseger
2010,Tyresö FF,Kopparbergs/Göteborg,0,4,Bortaseger
2010,Tyresö FF,Kristianstads DFF,0,0,Oavgjort
2010,Tyresö FF,LdB FC Malmö,1,0,Hemmaseger
2010,Tyresö FF,Linköpings FC,1,1,Oavgjort
2010,Tyresö FF,Sunnanå SK,6,1,Hemmaseger
2010,Tyresö FF,Umeå IK,1,2,Bortaseger
2010,Umeå IK,AIK,0,1,Bortaseger
2010,Umeå IK,Djurgårdens IF,1,0,Hemmaseger
2010,Umeå IK,Hammarby IF,3,0,Hemmaseger
2010,Umeå IK,Jitex BK,1,2,Bortaseger
2010,Umeå IK,KIF Örebro,1,0,Hemmaseger
2010,Umeå IK,Kopparbergs/Göteborg,1,2,Bortaseger
2010,Umeå IK,Kristianstads DFF,2,1,Hemmaseger
2010,Umeå IK,LdB FC Malmö,0,4,Bortaseger
2010,Umeå IK,Linköpings FC,1,1,Oavgjort
2010,Umeå IK,Sunnanå SK,6,1,Hemmaseger
2010,Umeå IK,Tyresö FF,0,3,Bortaseger
2011,Dalsjöfors GoIF,Djurgårdens IF,0,0,Oavgjort
2011,Dalsjöfors GoIF,Hammarby IF,0,0,Oavgjort
2011,Dalsjöfors GoIF,Jitex BK,0,9,Bortaseger
2011,Dalsjöfors GoIF,KIF Örebro,1,3,Bortaseger
2011,Dalsjöfors GoIF,Kopparbergs/Göteborg,0,1,Bortaseger
2011,Dalsjöfors GoIF,Kristianstads DFF,0,5,Bortaseger
2011,Dalsjöfors GoIF,LdB FC Malmö,0,2,Bortaseger
2011,Dalsjöfors GoIF,Linköpings FC,0,1,Bortaseger
2011,Dalsjöfors GoIF,Piteå IF,2,1,Hemmaseger
2011,Dalsjöfors GoIF,Tyresö FF,0,4,Bortaseger
2011,Dalsjöfors GoIF,Umeå IK,1,2,Bortaseger
2011,Djurgårdens IF,Dalsjöfors GoIF,4,1,Hemmaseger
2011,Djurgårdens IF,Hammarby IF,1,0,Hemmaseger
2011,Djurgårdens IF,Jitex BK,2,1,Hemmaseger
2011,Djurgårdens IF,KIF Örebro,1,3,Bortaseger
2011,Djurgårdens IF,Kopparbergs/Göteborg,1,0,Hemmaseger
2011,Djurgårdens IF,Kristianstads DFF,2,0,Hemmaseger
2011,Djurgårdens IF,LdB FC Malmö,1,2,Bortaseger
2011,Djurgårdens IF,Linköpings FC,1,2,Bortaseger
2011,Djurgårdens IF,Piteå IF,3,2,Hemmaseger
2011,Djurgårdens IF,Tyresö FF,0,3,Bortaseger
2011,Djurgårdens IF,Umeå IK,0,5,Bortaseger
2011,Hammarby IF,Dalsjöfors GoIF,0,0,Oavgjort
2011,Hammarby IF,Djurgårdens IF,1,2,Bortaseger
2011,Hammarby IF,Jitex BK,1,3,Bortaseger
2011,Hammarby IF,KIF Örebro,0,3,Bortaseger
2011,Hammarby IF,Kopparbergs/Göteborg,0,5,Bortaseger
2011,Hammarby IF,Kristianstads DFF,1,0,Hemmaseger
2011,Hammarby IF,LdB FC Malmö,0,1,Bortaseger
2011,Hammarby IF,Linköpings FC,0,0,Oavgjort
2011,Hammarby IF,Piteå IF,0,2,Bortaseger
2011,Hammarby IF,Tyresö FF,0,0,Oavgjort
2011,Hammarby IF,Umeå IK,0,2,Bortaseger
2011,Jitex BK,Dalsjöfors GoIF,3,2,Hemmaseger
2011,Jitex BK,Djurgårdens IF,2,0,Hemmaseger
2011,Jitex BK,Hammarby IF,0,0,Oavgjort
2011,Jitex BK,KIF Örebro,0,4,Bortaseger
2011,Jitex BK,Kopparbergs/Göteborg,0,1,Bortaseger
2011,Jitex BK,Kristianstads DFF,1,2,Bortaseger
2011,Jitex BK,LdB FC Malmö,1,3,Bortaseger
2011,Jitex BK,Linköpings FC,1,2,Bortaseger
2011,Jitex BK,Piteå IF,3,0,Hemmaseger
2011,Jitex BK,Tyresö FF,1,2,Bortaseger
2011,Jitex BK,Umeå IK,1,3,Bortaseger
2011,KIF Örebro,Dalsjöfors GoIF,1,1,Oavgjort
2011,KIF Örebro,Djurgårdens IF,4,0,Hemmaseger
2011,KIF Örebro,Hammarby IF,2,1,Hemmaseger
2011,KIF Örebro,Jitex BK,2,2,Oavgjort
2011,KIF Örebro,Kopparbergs/Göteborg,3,1,Hemmaseger
2011,KIF Örebro,Kristianstads DFF,1,1,Oavgjort
2011,KIF Örebro,LdB FC Malmö,1,1,Oavgjort
2011,KIF Örebro,Linköpings FC,2,1,Hemmaseger
2011,KIF Örebro,Piteå IF,0,0,Oavgjort
2011,KIF Örebro,Tyresö FF,1,0,Hemmaseger
2011,KIF Örebro,Umeå IK,1,2,Bortaseger
2011,Kopparbergs/Göteborg,Dalsjöfors GoIF,5,0,Hemmaseger
2011,Kopparbergs/Göteborg,Djurgårdens IF,3,0,Hemmaseger
2011,Kopparbergs/Göteborg,Hammarby IF,6,0,Hemmaseger
2011,Kopparbergs/Göteborg,Jitex BK,3,1,Hemmaseger
2011,Kopparbergs/Göteborg,KIF Örebro,3,1,Hemmaseger
2011,Kopparbergs/Göteborg,Kristianstads DFF,3,2,Hemmaseger
2011,Kopparbergs/Göteborg,LdB FC Malmö,1,0,Hemmaseger
2011,Kopparbergs/Göteborg,Linköpings FC,2,0,Hemmaseger
2011,Kopparbergs/Göteborg,Piteå IF,6,0,Hemmaseger
2011,Kopparbergs/Göteborg,Tyresö FF,0,0,Oavgjort
2011,Kopparbergs/Göteborg,Umeå IK,0,1,Bortaseger
2011,Kristianstads DFF,Dalsjöfors GoIF,5,1,Hemmaseger
2011,Kristianstads DFF,Djurgårdens IF,3,1,Hemmaseger
2011,Kristianstads DFF,Hammarby IF,3,0,Hemmaseger
2011,Kristianstads DFF,Jitex BK,1,1,Oavgjort
2011,Kristianstads DFF,KIF Örebro,4,2,Hemmaseger
2011,Kristianstads DFF,Kopparbergs/Göteborg,1,0,Hemmaseger
2011,Kristianstads DFF,LdB FC Malmö,0,1,Bortaseger
2011,Kristianstads DFF,Linköpings FC,0,0,Oavgjort
2011,Kristianstads DFF,Piteå IF,0,2,Bortaseger
2011,Kristianstads DFF,Tyresö FF,1,0,Hemmaseger
2011,Kristianstads DFF,Umeå IK,2,1,Hemmaseger
2011,LdB FC Malmö,Dalsjöfors GoIF,5,0,Hemmaseger
2011,LdB FC Malmö,Djurgårdens IF,4,0,Hemmaseger
2011,LdB FC Malmö,Hammarby IF,3,1,Hemmaseger
2011,LdB FC Malmö,Jitex BK,5,0,Hemmaseger
2011,LdB FC Malmö,KIF Örebro,6,0,Hemmaseger
2011,LdB FC Malmö,Kopparbergs/Göteborg,1,1,Oavgjort
2011,LdB FC Malmö,Kristianstads DFF,2,1,Hemmaseger
2011,LdB FC Malmö,Linköpings FC,3,1,Hemmaseger
2011,LdB FC Malmö,Piteå IF,2,0,Hemmaseger
2011,LdB FC Malmö,Tyresö FF,3,5,Bortaseger
2011,LdB FC Malmö,Umeå IK,1,1,Oavgjort
2011,Linköpings FC,Dalsjöfors GoIF,0,0,Oavgjort
2011,Linköpings FC,Djurgårdens IF,1,0,Hemmaseger
2011,Linköpings FC,Hammarby IF,5,0,Hemmaseger
2011,Linköpings FC,Jitex BK,3,1,Hemmaseger
2011,Linköpings FC,KIF Örebro,0,2,Bortaseger
2011,Linköpings FC,Kopparbergs/Göteborg,0,0,Oavgjort
2011,Linköpings FC,Kristianstads DFF,3,1,Hemmaseger
2011,Linköpings FC,LdB FC Malmö,2,0,Hemmaseger
2011,Linköpings FC,Piteå IF,1,1,Oavgjort
2011,Linköpings FC,Tyresö FF,1,4,Bortaseger
2011,Linköpings FC,Umeå IK,2,2,Oavgjort
2011,Piteå IF,Dalsjöfors GoIF,5,0,Hemmaseger
2011,Piteå IF,Djurgårdens IF,0,2,Bortaseger
2011,Piteå IF,Hammarby IF,2,1,Hemmaseger
2011,Piteå IF,Jitex BK,1,1,Oavgjort
2011,Piteå IF,KIF Örebro,1,1,Oavgjort
2011,Piteå IF,Kopparbergs/Göteborg,0,3,Bortaseger
2011,Piteå IF,Kristianstads DFF,1,3,Bortaseger
2011,Piteå IF,LdB FC Malmö,1,4,Bortaseger
2011,Piteå IF,Linköpings FC,0,3,Bortaseger
2011,Piteå IF,Tyresö FF,0,2,Bortaseger
2011,Piteå IF,Umeå IK,1,3,Bortaseger
2011,Tyresö FF,Dalsjöfors GoIF,3,0,Hemmaseger
2011,Tyresö FF,Djurgårdens IF,3,0,Hemmaseger
2011,Tyresö FF,Hammarby IF,8,1,Hemmaseger
2011,Tyresö FF,Jitex BK,4,0,Hemmaseger
2011,Tyresö FF,KIF Örebro,2,1,Hemmaseger
2011,Tyresö FF,Kopparbergs/Göteborg,1,4,Bortaseger
2011,Tyresö FF,Kristianstads DFF,1,1,Oavgjort
2011,Tyresö FF,LdB FC Malmö,1,2,Bortaseger
2011,Tyresö FF,Linköpings FC,1,1,Oavgjort
2011,Tyresö FF,Piteå IF,2,0,Hemmaseger
2011,Tyresö FF,Umeå IK,1,3,Bortaseger
2011,Umeå IK,Dalsjöfors GoIF,4,0,Hemmaseger
2011,Umeå IK,Djurgårdens IF,2,1,Hemmaseger
2011,Umeå IK,Hammarby IF,4,0,Hemmaseger
2011,Umeå IK,Jitex BK,2,0,Hemmaseger
2011,Umeå IK,KIF Örebro,0,1,Bortaseger
2011,Umeå IK,Kopparbergs/Göteborg,1,2,Bortaseger
2011,Umeå IK,Kristianstads DFF,3,1,Hemmaseger
2011,Umeå IK,LdB FC Malmö,1,1,Oavgjort
2011,Umeå IK,Linköpings FC,1,1,Oavgjort
2011,Umeå IK,Piteå IF,2,2,Oavgjort
2011,Umeå IK,Tyresö FF,0,2,Bortaseger
2012,AIK,Djurgårdens IF,0,1,Bortaseger
2012,AIK,Jitex BK,3,1,Hemmaseger
2012,AIK,KIF Örebro,0,2,Bortaseger
2012,AIK,Kopparbergs/Göteborg,1,0,Hemmaseger
2012,AIK,Kristianstads DFF,2,3,Bortaseger
2012,AIK,LdB FC Malmö,2,0,Hemmaseger
2012,AIK,Linköpings FC,1,3,Bortaseger
2012,AIK,Piteå IF,0,3,Bortaseger
2012,AIK,Tyresö FF,0,4,Bortaseger
2012,AIK,Umeå IK,2,2,Oavgjort
2012,AIK,Vittsjö GIK,1,1,Oavgjort
2012,Djurgårdens IF,AIK,2,1,Hemmaseger
2012,Djurgårdens IF,Jitex BK,0,2,Bortaseger
2012,Djurgårdens IF,KIF Örebro,3,1,Hemmaseger
2012,Djurgårdens IF,Kopparbergs/Göteborg,0,2,Bortaseger
2012,Djurgårdens IF,Kristianstads DFF,0,1,Bortaseger
2012,Djurgårdens IF,LdB FC Malmö,1,2,Bortaseger
2012,Djurgårdens IF,Linköpings FC,1,4,Bortaseger
2012,Djurgårdens IF,Piteå IF,4,3,Hemmaseger
2012,Djurgårdens IF,Tyresö FF,2,0,Hemmaseger
2012,Djurgårdens IF,Umeå IK,1,0,Hemmaseger
2012,Djurgårdens IF,Vittsjö GIK,1,1,Oavgjort
2012,Jitex BK,AIK,2,0,Hemmaseger
2012,Jitex BK,Djurgårdens IF,3,0,Hemmaseger
2012,Jitex BK,KIF Örebro,0,1,Bortaseger
2012,Jitex BK,Kopparbergs/Göteborg,1,3,Bortaseger
2012,Jitex BK,Kristianstads DFF,3,1,Hemmaseger
2012,Jitex BK,LdB FC Malmö,1,4,Bortaseger
2012,Jitex BK,Linköpings FC,0,0,Oavgjort
2012,Jitex BK,Piteå IF,2,2,Oavgjort
2012,Jitex BK,Tyresö FF,1,3,Bortaseger
2012,Jitex BK,Umeå IK,1,1,Oavgjort
2012,Jitex BK,Vittsjö GIK,1,2,Bortaseger
2012,KIF Örebro,AIK,3,0,Hemmaseger
2012,KIF Örebro,Djurgårdens IF,3,0,Hemmaseger
2012,KIF Örebro,Jitex BK,1,0,Hemmaseger
2012,KIF Örebro,Kopparbergs/Göteborg,0,6,Bortaseger
2012,KIF Örebro,Kristianstads DFF,1,4,Bortaseger
2012,KIF Örebro,LdB FC Malmö,3,4,Bortaseger
2012,KIF Örebro,Linköpings FC,2,3,Bortaseger
2012,KIF Örebro,Piteå IF,1,2,Bortaseger
2012,KIF Örebro,Tyresö FF,0,5,Bortaseger
2012,KIF Örebro,Umeå IK,0,2,Bortaseger
2012,KIF Örebro,Vittsjö GIK,3,4,Bortaseger
2012,Kopparbergs/Göteborg,AIK,1,1,Oavgjort
2012,Kopparbergs/Göteborg,Djurgårdens IF,2,0,Hemmaseger
2012,Kopparbergs/Göteborg,Jitex BK,3,3,Oavgjort
2012,Kopparbergs/Göteborg,KIF Örebro,2,1,Hemmaseger
2012,Kopparbergs/Göteborg,Kristianstads DFF,3,0,Hemmaseger
2012,Kopparbergs/Göteborg,LdB FC Malmö,0,1,Bortaseger
2012,Kopparbergs/Göteborg,Linköpings FC,6,0,Hemmaseger
2012,Kopparbergs/Göteborg,Piteå IF,2,1,Hemmaseger
2012,Kopparbergs/Göteborg,Tyresö FF,0,1,Bortaseger
2012,Kopparbergs/Göteborg,Umeå IK,5,0,Hemmaseger
2012,Kopparbergs/Göteborg,Vittsjö GIK,1,2,Bortaseger
2012,Kristianstads DFF,AIK,3,0,Hemmaseger
2012,Kristianstads DFF,Djurgårdens IF,4,3,Hemmaseger
2012,Kristianstads DFF,Jitex BK,1,3,Bortaseger
2012,Kristianstads DFF,KIF Örebro,4,0,Hemmaseger
2012,Kristianstads DFF,Kopparbergs/Göteborg,4,1,Hemmaseger
2012,Kristianstads DFF,LdB FC Malmö,0,3,Bortaseger
2012,Kristianstads DFF,Linköpings FC,1,1,Oavgjort
2012,Kristianstads DFF,Piteå IF,3,2,Hemmaseger
2012,Kristianstads DFF,Tyresö FF,0,2,Bortaseger
2012,Kristianstads DFF,Umeå IK,0,1,Bortaseger
2012,Kristianstads DFF,Vittsjö GIK,3,1,Hemmaseger
2012,LdB FC Malmö,AIK,5,0,Hemmaseger
2012,LdB FC Malmö,Djurgårdens IF,4,0,Hemmaseger
2012,LdB FC Malmö,Jitex BK,2,0,Hemmaseger
2012,LdB FC Malmö,KIF Örebro,2,1,Hemmaseger
2012,LdB FC Malmö,Kopparbergs/Göteborg,2,1,Hemmaseger
2012,LdB FC Malmö,Kristianstads DFF,5,2,Hemmaseger
2012,LdB FC Malmö,Linköpings FC,2,1,Hemmaseger
2012,LdB FC Malmö,Piteå IF,3,1,Hemmaseger
2012,LdB FC Malmö,Tyresö FF,0,1,Bortaseger
2012,LdB FC Malmö,Umeå IK,7,1,Hemmaseger
2012,LdB FC Malmö,Vittsjö GIK,4,1,Hemmaseger
2012,Linköpings FC,AIK,0,0,Oavgjort
2012,Linköpings FC,Djurgårdens IF,11,0,Hemmaseger
2012,Linköpings FC,Jitex BK,4,0,Hemmaseger
2012,Linköpings FC,KIF Örebro,1,1,Oavgjort
2012,Linköpings FC,Kopparbergs/Göteborg,3,2,Hemmaseger
2012,Linköpings FC,Kristianstads DFF,1,1,Oavgjort
2012,Linköpings FC,LdB FC Malmö,3,5,Bortaseger
2012,Linköpings FC,Piteå IF,4,1,Hemmaseger
2012,Linköpings FC,Tyresö FF,1,0,Hemmaseger
2012,Linköpings FC,Umeå IK,4,1,Hemmaseger
2012,Linköpings FC,Vittsjö GIK,4,3,Hemmaseger
2012,Piteå IF,AIK,3,0,Hemmaseger
2012,Piteå IF,Djurgårdens IF,3,1,Hemmaseger
2012,Piteå IF,Jitex BK,0,1,Bortaseger
2012,Piteå IF,KIF Örebro,3,0,Hemmaseger
2012,Piteå IF,Kopparbergs/Göteborg,1,3,Bortaseger
2012,Piteå IF,Kristianstads DFF,2,0,Hemmaseger
2012,Piteå IF,LdB FC Malmö,0,2,Bortaseger
2012,Piteå IF,Linköpings FC,0,1,Bortaseger
2012,Piteå IF,Tyresö FF,1,5,Bortaseger
2012,Piteå IF,Umeå IK,3,1,Hemmaseger
2012,Piteå IF,Vittsjö GIK,2,0,Hemmaseger
2012,Tyresö FF,AIK,1,0,Hemmaseger
2012,Tyresö FF,Djurgårdens IF,2,0,Hemmaseger
2012,Tyresö FF,Jitex BK,3,0,Hemmaseger
2012,Tyresö FF,KIF Örebro,7,0,Hemmaseger
2012,Tyresö FF,Kopparbergs/Göteborg,3,1,Hemmaseger
2012,Tyresö FF,Kristianstads DFF,1,2,Bortaseger
2012,Tyresö FF,LdB FC Malmö,2,0,Hemmaseger
2012,Tyresö FF,Linköpings FC,3,0,Hemmaseger
2012,Tyresö FF,Piteå IF,5,1,Hemmaseger
2012,Tyresö FF,Umeå IK,6,0,Hemmaseger
2012,Tyresö FF,Vittsjö GIK,5,1,Hemmaseger
2012,Umeå IK,AIK,3,1,Hemmaseger
2012,Umeå IK,Djurgårdens IF,2,0,Hemmaseger
2012,Umeå IK,Jitex BK,1,1,Oavgjort
2012,Umeå IK,KIF Örebro,0,1,Bortaseger
2012,Umeå IK,Kopparbergs/Göteborg,0,3,Bortaseger
2012,Umeå IK,Kristianstads DFF,0,2,Bortaseger
2012,Umeå IK,LdB FC Malmö,1,1,Oavgjort
2012,Umeå IK,Linköpings FC,1,1,Oavgjort
2012,Umeå IK,Piteå IF,2,0,Hemmaseger
2012,Umeå IK,Tyresö FF,1,5,Bortaseger
2012,Umeå IK,Vittsjö GIK,4,1,Hemmaseger
2012,Vittsjö GIK,AIK,3,1,Hemmaseger
2012,Vittsjö GIK,Djurgårdens IF,4,1,Hemmaseger
2012,Vittsjö GIK,Jitex BK,1,0,Hemmaseger
2012,Vittsjö GIK,KIF Örebro,0,1,Bortaseger
2012,Vittsjö GIK,Kopparbergs/Göteborg,0,1,Bortaseger
2012,Vittsjö GIK,Kristianstads DFF,2,1,Hemmaseger
2012,Vittsjö GIK,LdB FC Malmö,2,3,Bortaseger
2012,Vittsjö GIK,Linköpings FC,3,0,Hemmaseger
2012,Vittsjö GIK,Piteå IF,2,1,Hemmaseger
2012,Vittsjö GIK,Tyresö FF,1,1,Oavgjort
2012,Vittsjö GIK,Umeå IK,2,3,Bortaseger
2013,Jitex BK,KIF Örebro,2,4,Bortaseger
2013,Jitex BK,Kopparbergs/Göteborg,0,0,Oavgjort
2013,Jitex BK,Kristianstads DFF,1,0,Hemmaseger
2013,Jitex BK,LdB FC Malmö,0,2,Bortaseger
2013,Jitex BK,Linköpings FC,1,1,Oavgjort
2013,Jitex BK,Mallbackens IF,1,1,Oavgjort
2013,Jitex BK,Piteå IF,1,1,Oavgjort
2013,Jitex BK,Sunnanå SK,5,2,Hemmaseger
2013,Jitex BK,Tyresö FF,0,7,Bortaseger
2013,Jitex BK,Umeå IK,2,1,Hemmaseger
2013,Jitex BK,Vittsjö GIK,0,0,Oavgjort
2013,KIF Örebro,Jitex BK,0,1,Bortaseger
2013,KIF Örebro,Kopparbergs/Göteborg,0,2,Bortaseger
2013,KIF Örebro,Kristianstads DFF,3,1,Hemmaseger
2013,KIF Örebro,LdB FC Malmö,0,0,Oavgjort
2013,KIF Örebro,Linköpings FC,1,5,Bortaseger
2013,KIF Örebro,Mallbackens IF,4,0,Hemmaseger
2013,KIF Örebro,Piteå IF,1,1,Oavgjort
2013,KIF Örebro,Sunnanå SK,6,1,Hemmaseger
2013,KIF Örebro,Tyresö FF,1,1,Oavgjort
2013,KIF Örebro,Umeå IK,4,0,Hemmaseger
2013,KIF Örebro,Vittsjö GIK,3,1,Hemmaseger
2013,Kopparbergs/Göteborg,Jitex BK,0,0,Oavgjort
2013,Kopparbergs/Göteborg,KIF Örebro,4,1,Hemmaseger
2013,Kopparbergs/Göteborg,Kristianstads DFF,4,3,Hemmaseger
2013,Kopparbergs/Göteborg,LdB FC Malmö,0,5,Bortaseger
2013,Kopparbergs/Göteborg,Linköpings FC,1,1,Oavgjort
2013,Kopparbergs/Göteborg,Mallbackens IF,5,1,Hemmaseger
2013,Kopparbergs/Göteborg,Piteå IF,1,0,Hemmaseger
2013,Kopparbergs/Göteborg,Sunnanå SK,3,0,Hemmaseger
2013,Kopparbergs/Göteborg,Tyresö FF,2,2,Oavgjort
2013,Kopparbergs/Göteborg,Umeå IK,1,1,Oavgjort
2013,Kopparbergs/Göteborg,Vittsjö GIK,0,1,Bortaseger
2013,Kristianstads DFF,Jitex BK,1,0,Hemmaseger
2013,Kristianstads DFF,KIF Örebro,2,2,Oavgjort
2013,Kristianstads DFF,Kopparbergs/Göteborg,2,0,Hemmaseger
2013,Kristianstads DFF,LdB FC Malmö,0,1,Bortaseger
2013,Kristianstads DFF,Linköpings FC,1,2,Bortaseger
2013,Kristianstads DFF,Mallbackens IF,3,0,Hemmaseger
2013,Kristianstads DFF,Piteå IF,1,1,Oavgjort
